zip,reports_per_capita
21601,0.4132973944294699
20646,0.4410908385093168
21801,0.2766193144793432
21502,0.16789935551380533
21921,0.15582791954099973
20762,2.0210587891196257
21613,0.37426503844414294
20817,0.16063312960351042
21740,0.0856291296737262
20619,0.40093627302929624
20653,0.19410876132930516
21784,0.13339129017359885
21901,0.2516769519720955
20650,0.30568273633180715
21702,0.09311569122211553
21226,0.6328502415458938
21701,0.09153545755291895
21666,0.260591061289853
20636,0.34065828615296034
20755,0.3119168221807518
20640,0.3049847968303695
21042,0.07263922518159807
21043,0.06229148190379661
20659,0.12213422259274698
21804,0.07519576829331535
21122,0.04329216493498007
NA,NA
21078,0.12753036437246962
20678,0.20217478856222312
21157,0.06228425634098755
20742,0.5754536771728749
20657,0.11753183153770813
21811,0.09798652168520279
20723,0.06649312432799502
20794,0.12132223654905638
21629,0.207020702070207
20670,1.4059269469331495
21842,0.1852189781021898
21875,0.2864435621100397
20664,0.6041478809738503
21788,0.17330574236937402
21771,0.06172256337584632
21158,0.08775482651545835
20878,0.02878831497446931
21638,0.3570731707317073
21085,0.11009174311926606
21074,0.11956740780546786
20708,0.06419191548675812
21774,0.12041522491349481
21853,0.16460513796384396
21619,0.2983521248915872
20814,0.05592049856830049
21075,0.04673949769118144
21550,0.1172316384180791
21787,0.1551836963634664
20732,0.15794007849143296
20601,0.06133133881824981
21903,0.2898550724637681
21617,0.15481986368062317
20715,0.058407738095238096
21673,0.5460869565217391
20622,0.2447960033305579
20772,0.027275634393634434
20705,0.05158701726732106
21532,0.10846480582524272
21783,0.14398039415909322
21643,0.2625656414103526
21915,0.5007204610951008
21742,0.04007019596373208
21230,0.04000588321812031
20607,0.1177845711203021
21401,0.03315028974871574
21754,0.18986417409084272
21826,0.23626373626373626
21224,0.02775970505313381
21403,0.03919767263818711
21904,0.20043845912934544
20781,0.09505409582689335
21220,0.02930790112186802
21240,Inf
21658,0.3289831430125068
21758,0.27166591827570724
20854,0.023951372675307947
21795,0.12699095996556176
20879,0.04221112905593892
20842,0.625
21076,0.05689900426742532
21631,0.4043321299638989
21776,0.18223234624145784
20735,0.027819606441897855
21005,0.38085255066387147
20770,0.037126995142262316
21060,0.028619255899346618
20871,0.03982401577789577
20874,0.01686205235265778
20613,0.07125727989037342
20695,0.08797157841312805
20850,0.019919933471290154
21663,0.29043280182232345
20877,0.02722812314660053
21046,0.06393696719194006
21117,0.016520287925018123
21093,0.024361453650450813
21222,0.016269162389721915
20684,1.238709677419355
20837,0.14536644457904302
21202,0.04457164305151543
20740,0.02529057253551442
20833,0.11671219269927986
21163,0.1349586417065738
20754,0.12802476083286438
21713,0.09449636552440291
20602,0.031827987410262756
20905,0.05004448398576513
21536,0.23086900129701687
21704,0.05123186737278379
20736,0.09368678803364207
21620,0.06726286020025987
20634,0.10612344474262014
21918,0.1919602529358627
21830,0.1854714064914992
21037,0.038748832866479926
21227,0.023788111746105425
21655,0.17525112203462279
20904,0.014487051080268995
21001,0.03072973393496188
21797,0.09023415191319246
21207,0.01482850925337493
21769,0.0616690693576806
21871,0.42801556420233466
20620,0.510752688172043
21716,0.11525629360024264
21851,0.10184682237914176
21048,0.07338357794525982
21113,0.020997673230804155
21520,0.361328125
21791,0.1543596161869003
21540,10.28169014084507
21136,0.02039313431144848
21219,0.0776029316663074
21654,0.6086221470836856
21632,0.11658456486042693
21530,0.3530031612223393
20623,0.2565114443567482
20771,Inf
20889,1.597051597051597
21040,0.02619805731328846
21835,1.981707317073171
20872,0.04908453447604207
21015,0.020467171306975084
21221,0.014457499541031761
20866,0.03692454290989221
21703,0.01572087834068665
20603,0.019124055553813836
21911,0.054915376305365506
21061,0.01072194424588992
21215,0.011227402473834443
21727,0.08584315437218101
21750,0.1560021152829191
20674,0.5263157894736842
20876,0.02233948311058044
21032,0.07637608638398735
21872,1.012216404886562
21213,0.01927042834443355
20677,0.2586605080831409
20785,0.013203697035169847
21562,0.17782088587132233
21755,0.09654203967000176
21228,0.010436974458951183
21237,0.01715487943032853
21817,0.1278340569223348
21914,0.7310344827586207
20901,0.013975282930973063
21102,0.041827277946362665
21104,0.08209916291049582
21722,0.08100381194409148
20852,0.010374735444246172
21162,0.10775862068965518
20687,1.1750599520383693
20724,0.02713328534248851
20774,0.009706237743398769
21837,0.15486725663716813
21639,0.09834050399508297
21798,0.18271792919680244
20621,0.5979643765903307
20816,0.02696036253083233
21146,0.016543470608940514
21561,0.19957537154989383
21660,0.11922881785895484
21822,0.1988155668358714
20639,0.030970174375547027
21010,1.6911764705882355
21030,0.01776061776061776
21225,0.013386880856760375
21409,0.023141161082603882
21541,0.30666666666666664
21671,0.5637254901960784
21850,0.13509544787077826
20720,0.017279778818831117
20841,0.046106557377049176
21662,0.7020280811232449
20637,0.07070544753334405
21045,0.01085829919549874
20686,0.3788546255506608
21209,0.013932196643004047
21623,0.1694915254237288
21794,0.1942645698427382
20690,0.46275395033860045
20759,0.06908171861836562
20882,0.028669323823508844
20609,0.24829298572315334
20747,0.00965134515623115
21084,0.055141990625861594
21402,0.07173601147776183
21766,0.7662835249042145
21863,0.08156606851549755
20616,0.05624459186616672
20630,1.2786885245901638
20743,0.010066594393681277
21236,0.009780318988865484
21849,0.10279388508170796
20744,0.006763371006496396
20910,0.008479871463000981
21531,0.2021276595744681
20606,3.663366336633663
20680,0.5514157973174367
21044,0.008284447628856747
21756,0.12056044314108831
20746,0.013010950883660414
21216,0.013023188510653693
21218,0.007646396635585481
20784,0.01081749343223613
21201,0.019692792437967704
21757,0.13440860215053763
20892,Inf
21079,NA
21501,NA
21029,0.024431776116087954
21053,0.10556621880998081
21054,0.022791629256164098
21223,0.0160732550776874
21229,0.007511437871304031
21555,0.2268041237113402
21793,0.030381145277112873
21014,0.0088283168262201
21205,0.02088909197728311
21208,0.008779872143111916
21234,0.004847676902334459
21661,0.11998500187476566
21813,0.11645379413974455
20751,0.145985401459854
21677,0.5263157894736842
20693,0.22307692307692306
21036,0.14536340852130325
21782,0.06654428636989446
20692,0.45751633986928103
20748,0.006889085719909457
20855,0.016352274718215265
21625,0.11294876966518758
21710,0.056451612903225805
21919,0.0823529411764706
20710,0.027837921435199503
20815,0.008644149191611973
21009,0.008447002878238017
21108,0.015759061460339695
21154,0.038560411311053984
20685,0.03782368344486471
20707,0.0072182121043864525
21012,0.011046906866077498
21211,0.015834348355663823
21244,0.006794543458945278
21777,0.11418533157663592
20675,0.14108352144469527
21057,0.055741360089186176
21073,NA
21114,0.009632055480639569
21856,0.21834061135371177
20906,0.0033809959850672677
21204,0.011226494527083918
21648,2.0689655172413794
21869,0.24242424242424243
20689,0.09867009867009865
20853,0.007262393432270288
20894,Inf
20625,0.20657276995305163
21144,0.006006825938566553
21161,0.036881810561609385
21539,0.09181969949916527
21773,0.04106776180698152
21779,0.1250710631040364
,NA
20676,0.06587615283267458
20711,0.02740101383751199
20782,0.005798446016467587
21034,0.06693440428380187
21077,2.631578947368421
21090,0.020159258139300473
21521,0.13802622498274672
21770,0.027431079412974898
21778,0.2936857562408223
21838,0.10357327809425168
21865,0.5586592178770949
20706,0.004288455027649249
20745,0.006389561474307236
20769,0.027814375640462595
21047,0.014308306348369607
21120,0.026232224216484884
21250,0.0628722700198544
21545,0.11692307692307694
21841,0.17511520737327188
21874,0.08485931219294328
21902,0.8796296296296297
20628,0.30716723549488056
20662,0.07386130488305293
20875,NA
21668,0.10942249240121579
21861,0.24390243902439024
20658,0.1829924650161464
21023,2.9310344827586206
21152,0.0264797507788162
21210,0.010663655752101368
21557,0.11213720316622691
20902,0.002991996409604308
21635,0.085515766969535
21640,0.09834050399508297
21649,0.07029876977152899
21679,0.6130268199233716
21780,0.07905138339920947
20624,0.17462165308498254
20899,0.4658385093167702
21659,0.1289767841788478
21913,0.16042780748663105
20612,1.0606060606060606
21111,0.027158098933074686
20618,0.1381509032943677
20758,0.20537124802527645
20776,0.04450530640191715
20898,NA
21035,0.01546882436934793
21814,0.7222222222222221
21821,0.17759562841530052
21824,0.9090909090909092
20608,0.1634877384196185
20832,0.004641807210273867
21017,0.02063273727647868
21235,NA
20764,0.03263126668644319
21128,0.007339694401814907
21529,0.19748653500897664
21542,0.7142857142857142
21678,0.06455399061032864
21711,0.10119595216191352
21912,0.07896625987078248
20626,0.44642857142857145
20654,NA
20714,0.021376656690893545
20964,NA
21252,0.022331397945511387
21634,0.26881720430107525
21717,0.5524861878453038
20660,Inf
20688,0.06474820143884892
20733,0.03063308373042886
20783,0.0018127618433773766
20845,NA
21153,0.13157894736842105
21206,0.0017427337683713186
21524,0.12145748987854252
21607,0.140625
21647,0.20134228187919462
21664,0.1388888888888889
21719,0.09268795056642637
21890,0.024330900243309004
00000,NA
20627,NA
20861,0.025039123630672924
21031,3.076923076923077
21105,Inf
21212,0.0023171614771904415
21217,0.002524137060642393
21231,0.0050806554045471864
21286,0.0037880581466925517
21645,0.060652009097801364
21669,0.5369127516778524
21676,0.23054755043227665
21707,NA
21917,0.04034291477559254
39200,NA
20615,0.12006861063464837
20903,0.0026189763543849145
21062,NA
21101,NA
21132,0.022471910112359553
21133,0.002230506962368161
21214,0.0031928480204342275
21612,0.09776536312849163
21622,0.10852713178294573
20144,0.04294917680744453
20629,0.06944444444444445
20645,0.08438818565400844
20737,0.0025464731347084285
20763,0.023828435266084195
20777,0.018115942028985508
20895,0.0031494409742270748
21028,0.023419203747072598
21087,0.010452961672473868
21241,NA
21657,0.04893964110929853
21785,NA
21866,0.631578947368421
21930,2.5
33333,NA
20611,0.045004500450045004
20667,0.1440922190201729
20721,0.0016249065678723474
20886,0.0014519688697874316
21088,NA
21723,0.06896551724137931
21790,4.545454545454545
20617,0.07677543186180422
20765,0.072992700729927
20779,0.03842459173871277
20830,NA
20851,0.0026954177897574125
21050,0.002198647831583576
21131,0.005209690023443605
21160,0.01423994304022784
21239,0.0013504844863094635
21636,0.043859649122807015
21650,0.1680672268907563
21651,0.01607717041800643
21738,0.009557945041816009
21803,NA
21840,0.08602150537634409
20656,0.3571428571428571
20716,0.0013398838767306833
21013,0.005663583160279403
21056,0.10948905109489052
21130,0.4545454545454546
21504,NA
21610,0.07317073170731708
21734,0.03374578177727784
20335,NA
206 7,NA
20661,Inf
20701,0.025412960609911057
20778,0.008745080891998252
20810,NA
20812,0.06872852233676977
20891,NA
20934,NA
21041,NA
21155,0.007135212272565109
21251,0.05649717514124294
21522,NA
21523,0.09950248756218905
21528,NA
21543,0.05970149253731343
21652,0.1282051282051282
21718,0.15267175572519084
21744,NA
21802,NA
21836,NA
21864,0.03125
21920,0.021978021978021976
21992,NA
30966,NA
20137,0.005047955577990914
20161,NA
20560,Inf
20604,NA
20610,NA
20651,NA
20704,NA
20818,0.005170630816959669
20865,NA
20912,3.828483920367534e-4
20954,NA
21140,0.0024612355402412007
21150,NA
21261,NA
21404,NA
21538,0.017035775127768313
21624,0.04608294930875576
21626,0.15151515151515152
21641,0.0819672131147541
21653,0.1
21665,0.06622516556291391
21705,1.6666666666666665
21733,0.010940919037199124
21737,0.004249893752656183
21762,0.05434782608695652
21843,NA
21906,NA
21910,NA
27002,NA
